Comment,Annotation,label,text_len
"जो दलित संघ मे है और संघ की अच्छा कहता है
उस साला का ब्रेनवाश हो गया है
कभी संघ जातिवाद के विरोध मे रैली धरना करते दिखे जो दलित संघी है वो साले माधर् चोद है",Hatespeech,0,37
In bhangi logon ki toh aukat hi nahi hai humare barabar aane ki. 😠 Inko toh bas gaaliyan deni aati hai.,Hatespeech,0,21
जब सम्म हामी नेपाल र भारतको बाहुनवादबाट पिडितहरु हिन्दू मंदिर र त्यो दन्त्यकथाको पोको लात दिएर निकाल्न सक्दैन तब सम्म बाहुनबादले दुख दिन्छ र हेपिन्छ। हामी सबै बौध्द हौं नकी हिन्दू ? हामीलाइ बन्दूकको डरले हिन्दुमा राखेकोलाइ हामी सबै बौध्द एक हुनै पर्छ। अम्बदकरको बाटोमा लाग्नै पर्छ। जय भीम जय बौध्द धर्म,Not Hatespeech,1,52
"BBC Ko kuch kaam nahi ye sab India Mey problem create kar Raha hai, I doubt it's a fake news",Not Hatespeech,1,20
Tu kyo nahi ban jata,Not Hatespeech,1,5
"Sister , when will you report Sandeshkhali",Not Hatespeech,1,7
Rss me ja k nand kishore professor bn gay h😂😂...?,Not Hatespeech,1,10
Divya ji aap dusre deso main ghate hue Hindu par bhi tho bat kijyee,Not Hatespeech,1,14
​ tera ram bhi nahi hai 😊.,Not Hatespeech,1,7
"In bhangi log ko toh bas gandagi karne aati hai, aur kya karega? 😠",Hatespeech,0,14
Bahut accha kiya jo jaisa karega wo waisa bharega ek tarfa koi chij nahi honi chahiye,Not Hatespeech,1,16
​ n check the reality brother thn why the people are using surname in that UT😃evn the kabristan is diff,Not Hatespeech,1,20
Re koi mujhe batayega ye dalit hai kya?😭....seriously kbse dhund rehi hu lekin abhi tk koi clear idea nehi mila,Not Hatespeech,1,20
"Abe, ye chamar log hamesha reservation ka rona dhona karte hain! Kuch kaam-dhanda toh hai nahi inke paas. 😠😡",Hatespeech,0,19
Shambhu lal Reger dhamki de rahein hain thoda aur is harami ke barein mein izzat de dijiye BBC walo is atankwadi ko,Hatespeech,0,22
Now discrimination is not on the basis of caste but on the basis of category,Not Hatespeech,1,15
Bhaio milkar rahoo,Not Hatespeech,1,3
Dolits are very happy to have paper converted to the Hendoo religion in the 19th century when Hinduism was made. They like to be servants of Bromens and Hendoos.,Hatespeech,0,29
Jai bhim jai chamaar jai guru ravidas ji jai bhim jai chamaar jai bharat,Not Hatespeech,1,14
I don't know who r you but you are saying true jab aapki caste pata chalti h kisi ko to aapka kabiliyat bhul k log aapki burai karna shuru kar dete hain aapka accha kaam bhi logon ko bura lagne lagta h lekin har dalit ko yeh sab ignore karke aage badna hai aur khud ko strong bnana hai..,Not Hatespeech,1,59
"abe chup kar.
Jhund jutate jutate jhandu ho gaye ho.

Firstly, ye ladai mandir jaane ki nahi school jaane ki hai. jis maamle mein tumhare samaj ki soch hi viprit hai.
Jab Jews ke paas kuch nahi bacha tab unhe akal aayi, and today they're ruling the world. Aur suna hai tumhara koi desh hadap liya unhone. That's justice for Syria and ilkanate empire 🖕.

Secondly, majority muslims are Afghan and Turk like original invaders. And they are predominantly representating muslim culture in this country. Indian muslims ki to koi pehchan hi nahi hai.Prey tak Arabian language mein karte hain.
Dalit samaj upar uth raha hai aur muslim khadde mein ja rahe hain. 
10 saal ki savarno ki sarkar mein sabko unki aukat pata chal gayi .

Thirdly, aaj ke obc purane clans se sambandh rakhte hain na ki kisi varna system se. Sabke kings and kingdoms hue hain. Ye Hinduism bhramno ka failaya ek jaal hai jismein unhone sabhi ka culture churake, unke kings, gurus, saints ko avtar and pichle janm ka bhraman batake , unko ek maansik gulam bana rakha hai. Pehle na koi Varna system exist karta tha aur na koi Hinduism and vedic culture. Bhramno ke hisab se obc shudr hain .
Ab ST- vo sadiyo purane samay se chale aa rahe tribal culture hain jo less viksik and folk culture ko carry karte hain. Kayi tribal kings bhramno ne rakshash bana diye aur imaginary gods se marwa diye.

Rahe SC dalit - to vo Mughal and British period ke social system ka part hain jismein unhe town se bahar rakha jata tha. Aur kayi converted Buddhist hain.

Bhramin ye sab kar paaye kyoki tumhare chakke kings ne saari Buddhist universities unke saath milkar jala di jo hamare desh ki pehchan thi. Sabse jyada julm Buddhist par hue . Kayi hindu ban gaye, kayi idhar udhar bhag gaye , kayi muslim ban gaye. 
Yahi hai india ki kahani. Tumne aur bhramano ne milkar bharat ka naash kar diya. 

Waise ye DGAF kyo keh rHe ho?  Cultural language use karo. Western culture and language mein mat pado agar religious ho to. Tyrants",Not Hatespeech,1,355
Saahi baat Bhai pura support OBC samaj se h,Not Hatespeech,1,9
बस निकल गई हवा,Not Hatespeech,1,4
Kyuki shoshn aur atyachar bhi unhi ne kiya sbse jyada.,Not Hatespeech,1,10
भाई तू ये बात भूल गया है कि दलित शब्द  पीछा नहीं छोड़ती हैं।,Not Hatespeech,1,14
"Arre yaar, ye bhangi log toh hamesha reservation ki baat karte hain. Koi kaam dhanda nahi hai bas free ki roti chahiye. 😠",Hatespeech,0,23
"Arre yaar, woh chamar log toh bas gandi politics karte hain. 😠",Hatespeech,0,12
"In bhangi logon ko toh koi izzat hi nahi deta. 🙄 Deserving candidates ko opportunity milni chahiye, inko nahi!",Hatespeech,0,19
60 percent of sc st case are fake,Not Hatespeech,1,8
Pls abolished word Dalit first !!! Schedule caste  is correct word,Not Hatespeech,1,11
Hindu rashtra chaiye kya,Not Hatespeech,1,4
"Our country is so casteist but we don't feel bcz these things are never shown to us, or bcz the reality is never shown.. this is the reality on how it feels to be a dalit.. but few people may still find it fake.. and that's why casteist cannot end.. everyone needs to change!",Not Hatespeech,1,54
73yrs of independence still we do not get freedom from caste discrimination,Not Hatespeech,1,12
"Upper caste waale toh khud ko superior samajhte hain, jaise dalit logon ka koi value hi nahi hai 😡",Hatespeech,0,19
यह बीबीसी न सिर्फ हिंदू विरोधी है बल्कि दलितों का भी विरोधी है यह सिर्फ और सिर्फ भारत को तोड़ने की कोशिश में लगा रहता है कि कैसे भी करके भारत में दंगे हो,Hatespeech,0,34
"In 😒 chamar log ko koi izzat nahi deta, bc. They are always begging for handouts.",Hatespeech,0,16
oh really it is very bad India is going 20yrs back by castism.,Not Hatespeech,1,13
"Yeh bhangi toh saaf safai ka kaam bhi theek se nahi karte, phir bhi equality chahiye? 🙄",Hatespeech,0,17
Sc/ST act kyu lagaya gaya kuch to kiya honga inhone....,Not Hatespeech,1,10
mujhe kya or mai kyo padhu me to Atheism humanity follow kar ta hu naki hindu muslim,Not Hatespeech,1,17
"Abe chamar log, tum logon ki toh aukat hi nahi hai hum brahmin ke saath khade hone ki. 😡",Hatespeech,0,19
"Yeh bhangi log, hamesha gandagi failate hain, koi izzat nahi hai inki 🤮",Hatespeech,0,13
Dharmik k liye thakur aur ambedkar jayanti se fatati h,Hatespeech,0,10
"Full support to jataw bhai ko 
Ye sale bhakti ke naam per andhbhakti krte h bjp ke 😂",Not Hatespeech,1,18
In bhangi logon ko koi respect nahi deni chahiye. Ye toh sirf gandagi failate hain. 🤮,Hatespeech,0,16
Koi fark nahi padte dalit PhD teacher hoke bhi unki koi izzat nahi kisi math mai betha shankrachary ki age ye jhoothe bolne chod do,Not Hatespeech,1,25
Yaar kya power full Act hai be ab dekhenge general wale ko ab 😂 bahut uchalata rehta hai,Hatespeech,0,18
Are kya enki kalash yatra yrr thoda tho dimag se socho tum bhi tho hindu hi ho mere dalit bhai aur bagwan ke kam me kyo ladai bagwan se bada koi nahi Jai Shree Ram ❤,Not Hatespeech,1,36
"एंकर महाराज इतना ज्ञान दे रहे हो तो आरक्षण समाप्त करवाओ समरसता अपने आप बन जायेगी 
नौकरी के लिए चिल्ला चिल्ला कर जात बतायेंगे और फिर उसी जात को कोई और बता दे तो चीखेगे चिल्लायेगे। ऐसा कैसे चलेगा?",Not Hatespeech,1,39
"In [caste_slur] logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi hai 😡",Hatespeech,0,16
Sahi kiya 💙,Not Hatespeech,1,3
"Dekho bhai, dalit kabhi nahi sudhrenge. Unki soch hi neechi hai",Hatespeech,0,11
"Abe chamar log, tum logo ko koi izzat nahi dega! Tumhari aukat kya hai? 😡",Hatespeech,0,15
Madhrchod bbc ko bhart me ban kr dena chahiye,Not Hatespeech,1,9
"In bhangi logo ko toh sirf safai karwao. Koi rights nahi chahiye, BC! 😤",Hatespeech,0,14
bhardwaj brahman hove hain 🤣🤣🤣🤣🤣🤣,Hatespeech,0,5
Yeh bhangi kabhi sudhrenge nahi. Inki toh aadat hi gandi hai. 🤮,Hatespeech,0,12
Cast system khatam karne se arakshan ke liy dalit kee pehchan bhe khatam ho jaygi soch k boolna,Not Hatespeech,1,18
Maharana Pratap jindabad 💪💪💪💪,Not Hatespeech,1,4
"हम करे तो गलत ,तुम करे तो धार्मिक 😂😂 ऐसे कैसे काम चलेगा ,,,मेरे शेरों तुमने सही किया ,,,,जय भीम 💙🩵💙🩵💙🩵🩵🩵",Not Hatespeech,1,21
Leave the religion,Not Hatespeech,1,3
Bbc kbhi bhi hinduo pr atyachar ko nhi dikhati hai,Not Hatespeech,1,10
और मोदी भक्त बनो।,Not Hatespeech,1,4
nand kishore is unaware of the reality of RSS,Not Hatespeech,1,9
"Face hi to kar rhe h itne time se or kr kya rhe h, gali kha kr face kr rhe h jhute kha rh face kr rhe h. Face hi kr rh h",Not Hatespeech,1,33
Jay bhim namo budhay Jay Sanvidhan ♥️,Not Hatespeech,1,7
​​ rajputo be teri bhaga li ga use ched diya ?.?,Hatespeech,0,11
"Abe, ye chamar log toh bas reservation ki wajah se aage badh rahe hain. Koi skills toh hai nahi! 😠",Hatespeech,0,20
Bhaio na bhagwan our nahi daram insan ko bacha ne ke liye derti per ayege to bhaio daram jatti bhagwan ke nam per mat lado ak dushre ko mat maro ager aap log jinda hi to bhagwan daram sab hoga aap hi nhi rahe to kon bhagwan ka naam lega Pooja part karega to kiripa inshan ko inshan samjo her kisi ke ijjat kara Karo tabhe bhagwan khush hote h,Not Hatespeech,1,70
😂😂😂😂 babashahab virodh 😂😂 lanka to lagega hi,Not Hatespeech,1,8
In dom jaise logon ki toh aukaat hi kya hai? Hum toh inke upar hi raaj karenge. 😎,Hatespeech,0,18
Bbc Pakistan me dalit hinduo kaise musalman treat karte vo bi dikhao😢,Not Hatespeech,1,12
"Ab Sab apne Neta ki Yatra nikalenge,    Jai shree Raam",Not Hatespeech,1,10
100% It's true Brother of Vasram ❤Big Brother and correct speech on Boudh Religion !,Not Hatespeech,1,15
जाति का जहर फैलाओ और खूब कमा कर खाओ. सविंधान तो एक ही आदमी बना गया बाकी सब तो समिति मे फालतू ही थे,Hatespeech,0,24
"Arre, yeh chamar log toh bas reservation ka fayda uthate hain! 😡 Khud kuch karte nahi, aur humein neecha dikhate hain. 😠",Hatespeech,0,22
"In bhangi logon ki toh aadat hai, humesha dusron ko neecha dikhane ki koshish karte hain. 😠",Hatespeech,0,17
"Dekh bhai, ye dom toh hamesha se gandagi hi failate aaye hain, inki toh adat hai! 🤮🤮🤮",Hatespeech,0,17
Beauty of Hinduism,Not Hatespeech,1,3
In bhangi logo ko toh desh se bahar nikal dena chahiye. Koi izzat nahi hai inki. 🤮,Hatespeech,0,17
"In bhangi logon ko toh bas gandagi karne aati hai, aur kuch nahi. Saare desh ko ganda kar diya hai! 😠",Hatespeech,0,21
"RSS jaativaadi hai, doosronon ka use karte hai.",Not Hatespeech,1,8
"Abe chamar log, tumhari aukaat kya hai? 😠 Tumhe toh sirf gaali dene ka haq hai!",Hatespeech,0,16
"Yeh Chamar log bas reservations ka fayda uthate hain, koi mehnat nahi karta. 😡",Hatespeech,0,14
yeah who knows it better than you niyog Putra,Hatespeech,0,9
Taki tum galio pr gali aur atyachar khuleaam kar sako.,Hatespeech,0,10
Congress party मतलब गरीबों की पार्टी,Not Hatespeech,1,6
"Abe chamar log, tumhari aukaat kya hai? 😡 Bas reservation se jeete ho!",Hatespeech,0,13
Highly appreciated ❤ Hope the Same DC will do same for Deserving students entry into colleges than Reserved entry ❤,Not Hatespeech,1,20
